opportunity_id,customer_id,sales_rep_id,product_id,opportunity_created_date,close_date,stage,expected_revenue,actual_revenue,sales_cycle_days,won
7961,17870,246,9,2025-09-10,2026-01-03,Qualification,114000.0,0.0,115,False
7962,12957,205,7,2022-03-06,2022-07-09,Discovery,8160.0,0.0,125,False
7963,17711,266,9,2022-03-15,2022-06-06,Proposal,63480.0,0.0,83,False
7964,16018,222,8,2026-12-25,2027-04-20,Proposal,18360.0,0.0,116,False
7965,19575,270,8,2024-01-06,2024-04-02,Discovery,19440.0,0.0,87,False
7966,13385,202,7,2026-05-26,2026-09-18,Qualification,4080.0,0.0,115,False
7967,19762,229,9,2025-08-14,2025-11-21,Proposal,142800.0,0.0,99,False
7968,10029,261,7,2025-07-05,2025-10-22,Closed Lost,13110.0,0.0,109,False
7969,18898,300,9,2022-10-05,2023-01-01,Closed Lost,165240.0,0.0,88,False
7970,19213,271,7,2026-03-06,2026-06-09,Discovery,44436.0,0.0,95,False
7971,19639,216,8,2023-04-26,2023-08-10,Negotiation,68040.0,0.0,106,False
7972,17757,264,7,2024-05-20,2024-07-26,Closed Won,9180.0,9180.0,67,True
7973,16949,297,8,2023-08-30,2023-11-13,Proposal,50544.0,0.0,75,False
7974,15756,297,8,2026-06-22,2026-09-05,Closed Won,50544.0,50544.0,75,True
7975,13603,214,8,2023-06-06,2023-09-13,Closed Won,19440.0,19440.0,99,True
7976,15063,243,7,2024-07-12,2024-09-27,Closed Lost,19440.0,0.0,77,False
7977,18072,276,7,2023-04-07,2023-07-15,Closed Lost,12240.0,0.0,99,False
7978,17245,243,8,2025-02-19,2025-05-09,Closed Won,34020.0,34020.0,79,True
7979,16373,270,7,2024-03-14,2024-06-17,Closed Won,29160.0,29160.0,95,True
7980,17106,255,9,2026-01-08,2026-04-16,Qualification,132600.0,0.0,98,False
7981,13582,276,8,2026-03-18,2026-07-08,Discovery,30600.0,0.0,112,False
7982,12763,231,9,2024-08-04,2024-11-11,Negotiation,648000.0,0.0,99,False
7983,10573,276,8,2024-01-28,2024-06-05,Closed Won,27540.0,27540.0,129,True
7984,17706,274,9,2026-08-26,2026-12-27,Closed Won,114000.0,114000.0,123,True
7985,10615,240,8,2023-01-03,2023-04-05,Closed Lost,38880.0,0.0,92,False
7986,14051,227,8,2026-09-03,2027-01-18,Closed Won,11628.0,11628.0,137,True
7987,10326,252,8,2025-02-14,2025-06-06,Closed Won,10764.0,10764.0,112,True
7988,13741,207,7,2024-10-31,2025-02-04,Qualification,11040.0,0.0,96,False
7989,10359,246,9,2025-02-13,2025-05-29,Qualification,22800.0,0.0,105,False
7990,13778,300,8,2025-08-04,2025-11-15,Negotiation,33048.0,0.0,103,False
7991,15907,233,7,2024-07-22,2024-10-24,Closed Won,14076.0,14076.0,94,True
7992,11722,291,8,2022-08-16,2022-12-10,Discovery,34200.0,0.0,116,False
7993,11350,208,9,2022-02-16,2022-04-18,Proposal,324000.0,0.0,61,False
7994,13697,205,8,2025-10-17,2026-01-22,Proposal,97920.0,0.0,97,False
7995,13897,261,7,2023-04-10,2023-08-19,Qualification,31464.0,0.0,131,False
7996,14261,272,8,2023-04-14,2023-07-02,Negotiation,8280.0,0.0,79,False
7997,19789,260,8,2022-09-18,2023-01-02,Discovery,115920.0,0.0,106,False
7998,19820,285,8,2023-03-24,2023-05-25,Closed Lost,12420.0,0.0,62,False
7999,16942,224,8,2022-12-08,2023-04-05,Proposal,46818.0,0.0,118,False
8000,13809,207,7,2022-06-30,2022-09-21,Qualification,12420.0,0.0,83,False
8001,15247,261,8,2026-04-14,2026-07-27,Discovery,15732.0,0.0,104,False
8002,18385,283,9,2023-09-29,2024-01-13,Negotiation,129600.0,0.0,106,False
8003,13846,295,9,2026-07-23,2026-10-10,Discovery,162000.0,0.0,79,False
8004,12577,236,8,2025-03-27,2025-07-14,Qualification,126684.0,0.0,109,False
8005,10092,227,7,2025-09-27,2026-01-25,Closed Lost,4845.0,0.0,120,False
8006,14235,229,9,2025-07-13,2025-11-08,Closed Lost,163200.0,0.0,118,False
8007,18673,287,8,2023-02-01,2023-05-21,Closed Won,149040.0,149040.0,109,True
8008,16593,220,8,2024-03-03,2024-06-19,Discovery,3933.0,0.0,108,False
8009,18129,270,7,2024-10-13,2025-01-23,Closed Lost,19440.0,0.0,102,False
8010,11076,276,8,2022-01-15,2022-04-28,Qualification,85680.0,0.0,103,False
8011,12514,276,7,2023-05-28,2023-09-08,Discovery,8160.0,0.0,103,False
8012,18169,203,9,2023-08-10,2023-12-13,Qualification,163200.0,0.0,125,False
8013,16862,239,8,2024-07-28,2024-11-10,Closed Won,24480.0,24480.0,105,True
8014,18991,299,7,2025-02-10,2025-05-04,Discovery,45360.0,0.0,83,False
8015,10605,283,8,2026-04-20,2026-08-08,Closed Lost,9720.0,0.0,110,False
8016,12980,245,8,2026-08-04,2026-11-12,Closed Won,20808.0,20808.0,100,True
8017,17141,268,9,2022-05-27,2022-08-03,Discovery,129600.0,0.0,68,False
8018,17066,231,8,2023-11-19,2024-01-19,Qualification,29160.0,0.0,61,False
8019,14917,238,7,2024-06-26,2024-10-12,Qualification,11856.0,0.0,108,False
8020,16801,297,7,2022-07-20,2022-10-05,Closed Lost,4212.0,0.0,77,False
8021,10598,206,7,2022-12-06,2023-03-31,Negotiation,12240.0,0.0,115,False
8022,19725,208,8,2024-04-29,2024-07-14,Negotiation,58320.0,0.0,76,False
8023,17321,228,8,2022-05-08,2022-07-12,Discovery,14580.0,0.0,65,False
8024,18706,215,9,2026-09-24,2027-01-12,Closed Lost,182400.0,0.0,110,False
8025,15623,295,8,2026-08-16,2026-10-16,Qualification,68040.0,0.0,61,False
8026,11878,208,7,2024-02-13,2024-05-08,Qualification,14580.0,0.0,85,False
8027,11700,254,7,2023-06-01,2023-09-04,Discovery,11730.0,0.0,95,False
8028,19222,206,9,2026-08-29,2026-12-01,Qualification,81600.0,0.0,94,False
8029,15781,229,7,2025-02-08,2025-04-29,Qualification,28560.0,0.0,80,False
8030,10717,234,7,2025-11-20,2026-02-27,Proposal,29640.0,0.0,99,False
8031,14087,207,7,2024-08-08,2024-11-08,Qualification,33120.0,0.0,92,False
8032,10666,240,9,2024-12-25,2025-02-28,Negotiation,324000.0,0.0,65,False
8033,17847,274,9,2026-11-25,2027-03-20,Closed Lost,205200.0,0.0,115,False
8034,16612,213,7,2026-05-22,2026-09-06,Proposal,16320.0,0.0,107,False
8035,11080,262,7,2026-08-17,2026-11-21,Closed Won,7176.0,7176.0,96,True
8036,18420,286,8,2026-05-06,2026-08-02,Negotiation,21114.0,0.0,88,False
8037,18341,285,8,2023-02-19,2023-05-21,Closed Won,99360.0,99360.0,91,True
8038,11070,265,7,2022-05-14,2022-09-13,Proposal,5100.0,0.0,122,False
8039,15264,241,8,2024-11-19,2025-03-07,Closed Lost,5202.0,0.0,108,False
8040,17952,242,7,2024-09-18,2025-01-03,Proposal,4560.0,0.0,107,False
8041,11364,266,7,2023-12-23,2024-04-06,Closed Lost,31740.0,0.0,105,False
8042,14509,293,8,2026-04-24,2026-06-15,Proposal,97200.0,0.0,52,False
8043,11756,211,9,2025-07-12,2025-11-11,Negotiation,21060.0,0.0,122,False
8044,10520,250,9,2022-12-21,2023-02-25,Discovery,421200.0,0.0,66,False
8045,15464,271,9,2026-05-28,2026-09-04,Closed Won,47610.0,47610.0,99,True
8046,17234,235,7,2022-11-15,2023-02-09,Qualification,18360.0,0.0,86,False
8047,11103,294,7,2025-10-19,2025-12-26,Qualification,64800.0,0.0,68,False
8048,10598,280,9,2024-12-29,2025-04-18,Qualification,140760.0,0.0,110,False
8049,13274,279,9,2026-02-15,2026-06-03,Proposal,68400.0,0.0,108,False
8050,15782,220,9,2025-03-01,2025-06-21,Closed Won,157320.0,157320.0,112,True
8051,16257,228,7,2023-02-18,2023-05-18,Negotiation,6480.0,0.0,89,False
8052,17259,237,7,2022-06-22,2022-10-18,Closed Lost,36708.0,0.0,118,False
8053,18781,203,8,2025-07-29,2025-11-13,Discovery,55080.0,0.0,107,False
8054,16555,293,8,2025-09-15,2025-12-22,Closed Lost,174960.0,0.0,98,False
8055,19600,259,8,2024-04-17,2024-07-08,Negotiation,27360.0,0.0,82,False
8056,18003,273,9,2025-12-09,2026-03-17,Discovery,57000.0,0.0,98,False
8057,14847,227,7,2026-04-11,2026-07-16,Discovery,15504.0,0.0,96,False
8058,19822,232,8,2023-08-06,2023-11-24,Negotiation,37260.0,0.0,110,False
8059,19187,248,8,2023-07-27,2023-11-25,Proposal,3420.0,0.0,121,False
8060,14799,246,8,2024-01-29,2024-05-27,Proposal,6840.0,0.0,119,False
8061,16606,295,8,2023-12-26,2024-03-06,Closed Won,48600.0,48600.0,71,True
8062,12987,247,9,2024-11-27,2025-02-12,Negotiation,386400.0,0.0,77,False
8063,10401,290,7,2023-07-14,2023-10-07,Proposal,23598.0,0.0,85,False
8064,12856,240,7,2022-03-03,2022-06-01,Qualification,29160.0,0.0,90,False
8065,13413,203,7,2024-05-14,2024-07-30,Discovery,3060.0,0.0,77,False
8066,10057,275,8,2024-02-23,2024-06-08,Discovery,7038.0,0.0,106,False
8067,18023,229,9,2025-07-06,2025-10-03,Closed Lost,61200.0,0.0,89,False
8068,11876,291,9,2023-07-28,2023-11-07,Proposal,364800.0,0.0,102,False
8069,14544,258,9,2026-01-03,2026-03-24,Qualification,113400.0,0.0,80,False
8070,14299,250,7,2022-11-19,2023-01-24,Closed Lost,10530.0,0.0,66,False
8071,13769,210,7,2023-04-16,2023-08-02,Closed Won,27600.0,27600.0,108,True
8072,15753,261,9,2022-09-25,2022-12-27,Proposal,235980.0,0.0,93,False
8073,14834,299,8,2022-08-17,2022-11-05,Discovery,77760.0,0.0,80,False
8074,11354,261,7,2025-11-05,2026-03-10,Qualification,15732.0,0.0,125,False
8075,14988,223,7,2025-11-21,2026-01-15,Discovery,27540.0,0.0,55,False
8076,16598,206,8,2022-09-28,2022-12-16,Closed Won,36720.0,36720.0,79,True
8077,14312,275,8,2024-06-21,2024-09-16,Closed Won,14076.0,14076.0,87,True
8078,12935,260,7,2023-02-12,2023-05-17,Negotiation,8280.0,0.0,94,False
8079,10023,227,8,2023-05-13,2023-09-08,Proposal,14535.0,0.0,118,False
8080,11210,255,8,2024-09-30,2025-01-09,Proposal,19890.0,0.0,101,False
8081,18941,231,8,2023-02-01,2023-05-03,Discovery,38880.0,0.0,91,False
8082,10804,230,8,2024-10-09,2025-01-07,Qualification,194400.0,0.0,90,False
8083,18326,267,8,2024-02-26,2024-05-29,Negotiation,16524.0,0.0,93,False
8084,14417,213,9,2022-03-08,2022-05-26,Closed Lost,30600.0,0.0,79,False
8085,18626,259,7,2026-03-21,2026-07-01,Qualification,7980.0,0.0,102,False
8086,15142,254,9,2026-09-10,2026-12-11,Closed Lost,234600.0,0.0,92,False
8087,14969,221,9,2024-01-17,2024-04-13,Qualification,165240.0,0.0,87,False
8088,13672,243,9,2024-06-02,2024-08-21,Closed Won,226800.0,226800.0,80,True
8089,17293,211,7,2025-01-02,2025-03-24,Negotiation,4212.0,0.0,81,False
8090,17002,267,7,2022-06-25,2022-09-10,Negotiation,55080.0,0.0,77,False
8091,12099,238,7,2023-01-11,2023-04-30,Closed Lost,5928.0,0.0,109,False
8092,18445,295,9,2025-04-15,2025-08-12,Negotiation,388800.0,0.0,119,False
8093,15062,224,7,2022-07-31,2022-11-08,Discovery,2601.0,0.0,100,False
8094,19322,251,9,2023-12-21,2024-03-08,Discovery,82800.0,0.0,78,False
8095,13265,276,8,2025-09-04,2025-12-27,Qualification,61200.0,0.0,114,False
8096,15436,261,7,2022-12-30,2023-03-23,Closed Lost,5244.0,0.0,83,False
8097,18494,246,8,2023-09-16,2024-01-08,Proposal,109440.0,0.0,114,False
8098,16692,243,9,2024-02-14,2024-05-09,Negotiation,648000.0,0.0,85,False
8099,12764,227,7,2022-12-20,2023-05-02,Qualification,9690.0,0.0,133,False
8100,14006,285,7,2022-10-17,2023-01-23,Proposal,1380.0,0.0,98,False
8101,13242,289,8,2022-12-01,2023-04-12,Closed Lost,136800.0,0.0,132,False
8102,13058,230,9,2026-12-02,2027-02-25,Qualification,162000.0,0.0,85,False
8103,10551,294,9,2023-04-03,2023-07-02,Proposal,32400.0,0.0,90,False
8104,15575,263,7,2023-11-13,2024-02-06,Discovery,55200.0,0.0,85,False
8105,15412,210,7,2024-05-25,2024-08-22,Proposal,8280.0,0.0,89,False
8106,11588,203,7,2024-12-31,2025-04-19,Closed Won,12240.0,12240.0,109,True
8107,15921,277,7,2026-06-09,2026-09-20,Negotiation,3726.0,0.0,103,False
8108,15261,260,7,2024-12-04,2025-02-10,Proposal,11040.0,0.0,68,False
8109,14410,227,9,2024-06-14,2024-11-02,Qualification,387600.0,0.0,141,False
8110,15784,282,7,2026-10-01,2026-12-31,Qualification,26082.0,0.0,91,False
8111,10713,245,8,2025-12-18,2026-03-22,Closed Won,20808.0,20808.0,94,True
8112,15407,262,7,2025-07-12,2025-10-22,Closed Won,3588.0,3588.0,102,True
8113,17991,224,7,2023-07-30,2023-10-29,Discovery,12138.0,0.0,91,False
8114,17421,246,9,2024-01-29,2024-05-29,Proposal,79800.0,0.0,121,False
8115,16844,278,9,2022-12-29,2023-04-28,Discovery,177840.0,0.0,120,False
8116,12434,244,9,2026-10-23,2027-02-01,Proposal,265200.0,0.0,101,False
8117,13302,263,8,2026-08-11,2026-10-31,Closed Lost,66240.0,0.0,81,False
8118,10271,204,9,2023-06-13,2023-09-21,Proposal,69360.0,0.0,100,False
8119,19987,216,7,2023-07-05,2023-09-30,Closed Lost,32400.0,0.0,87,False
8120,11080,251,9,2022-11-15,2023-03-03,Negotiation,193200.0,0.0,108,False
8121,15323,274,8,2025-07-25,2025-11-03,Proposal,41040.0,0.0,101,False
8122,18796,291,7,2025-09-12,2025-12-25,Closed Won,6840.0,6840.0,104,True
8123,15258,248,7,2025-02-16,2025-06-25,Closed Won,6840.0,6840.0,129,True
8124,17983,265,8,2025-03-25,2025-07-28,Closed Lost,27540.0,0.0,125,False
8125,19778,269,9,2026-11-21,2027-03-01,Closed Won,121380.0,121380.0,100,True
8126,16215,277,9,2023-10-08,2024-01-19,Negotiation,18630.0,0.0,103,False
8127,15007,245,9,2022-07-28,2022-11-04,Discovery,138720.0,0.0,99,False
8128,13986,203,9,2025-06-25,2025-09-15,Closed Lost,183600.0,0.0,82,False
8129,19588,217,8,2026-05-21,2026-08-19,Discovery,159120.0,0.0,90,False
8130,18792,283,8,2026-05-16,2026-07-29,Closed Won,9720.0,9720.0,74,True
8131,18706,237,9,2023-04-30,2023-08-12,Qualification,52440.0,0.0,104,False
8132,15992,205,8,2022-05-16,2022-08-18,Qualification,48960.0,0.0,94,False
8133,16228,247,7,2024-06-21,2024-10-25,Closed Lost,49680.0,0.0,126,False
8134,19259,244,9,2025-05-16,2025-08-13,Qualification,318240.0,0.0,89,False
8135,17834,288,7,2025-05-02,2025-07-10,Negotiation,74520.0,0.0,69,False
8136,12887,233,7,2026-04-07,2026-08-03,Discovery,37536.0,0.0,118,False
8137,12654,221,7,2024-03-21,2024-05-21,Closed Won,9639.0,9639.0,61,True
8138,19281,267,9,2026-09-09,2026-12-07,Closed Won,68850.0,68850.0,89,True
8139,14865,268,9,2025-09-12,2025-12-05,Proposal,324000.0,0.0,84,False
8140,12515,232,9,2025-12-04,2026-03-03,Closed Won,331200.0,331200.0,89,True
8141,13970,224,8,2025-10-09,2026-01-04,Closed Lost,31212.0,0.0,87,False
8142,13285,235,9,2023-07-20,2023-10-11,Negotiation,51000.0,0.0,83,False
8143,17741,218,7,2026-04-24,2026-07-27,Discovery,25920.0,0.0,94,False
8144,14567,267,9,2024-06-26,2024-10-05,Qualification,41310.0,0.0,101,False
8145,12197,254,8,2023-11-12,2024-02-05,Closed Won,63342.0,63342.0,85,True
8146,10789,226,9,2026-02-15,2026-06-02,Proposal,74100.0,0.0,107,False
8147,13476,260,8,2026-11-29,2027-02-15,Proposal,74520.0,0.0,78,False
8148,19857,288,7,2026-09-12,2026-12-07,Closed Won,9315.0,9315.0,86,True
8149,11310,265,7,2024-09-15,2024-12-15,Discovery,12240.0,0.0,91,False
8150,10865,251,7,2023-08-19,2023-11-25,Qualification,12420.0,0.0,98,False
8151,15390,298,7,2026-01-02,2026-04-10,Qualification,5304.0,0.0,98,False
8152,13364,260,7,2022-01-19,2022-04-05,Negotiation,27600.0,0.0,76,False
8153,18216,259,7,2025-06-06,2025-09-25,Negotiation,3420.0,0.0,111,False
8154,13004,276,8,2026-02-25,2026-06-04,Proposal,21420.0,0.0,99,False
8155,18503,217,7,2023-02-14,2023-05-15,Negotiation,21216.0,0.0,90,False
8156,11232,285,9,2022-06-14,2022-09-29,Closed Lost,220800.0,0.0,107,False
8157,17960,221,8,2024-06-27,2024-09-18,Qualification,4131.0,0.0,83,False
8158,12712,267,8,2022-12-09,2023-03-09,Discovery,41310.0,0.0,90,False
8159,16582,228,9,2025-03-22,2025-07-11,Negotiation,129600.0,0.0,111,False
8160,17706,289,9,2023-03-18,2023-08-03,Negotiation,45600.0,0.0,138,False
8161,10422,244,9,2023-05-22,2023-08-11,Discovery,79560.0,0.0,81,False
8162,19966,270,9,2022-06-24,2022-09-27,Discovery,453600.0,0.0,95,False
8163,10947,262,9,2024-07-07,2024-10-07,Qualification,215280.0,0.0,92,False
8164,19379,242,7,2023-01-22,2023-05-16,Qualification,22800.0,0.0,114,False
8165,11835,294,8,2024-08-04,2024-11-14,Closed Lost,58320.0,0.0,102,False
8166,11565,296,9,2026-06-02,2026-09-05,Proposal,194400.0,0.0,95,False
8167,17333,222,9,2024-09-01,2024-12-08,Negotiation,285600.0,0.0,98,False
8168,14945,238,8,2022-10-18,2023-02-20,Qualification,26676.0,0.0,125,False
8169,11309,214,8,2022-03-19,2022-06-04,Proposal,97200.0,0.0,77,False
8170,12987,298,7,2026-11-07,2027-02-18,Closed Lost,10608.0,0.0,103,False
8171,10387,226,8,2026-08-08,2026-12-06,Qualification,26676.0,0.0,120,False
8172,16132,240,9,2025-06-27,2025-10-01,Qualification,16200.0,0.0,96,False
8173,19354,254,8,2023-06-02,2023-08-10,Qualification,98532.0,0.0,69,False
8174,13259,213,9,2026-05-13,2026-08-08,Negotiation,163200.0,0.0,87,False
8175,16122,294,8,2026-09-08,2026-11-20,Qualification,58320.0,0.0,73,False
8176,14812,219,8,2024-06-24,2024-09-23,Closed Won,99360.0,99360.0,91,True
8177,16575,242,7,2022-09-27,2023-01-25,Qualification,6840.0,0.0,120,False
8178,16698,241,9,2024-08-21,2024-12-02,Closed Won,173400.0,173400.0,103,True
8179,13934,250,7,2022-07-30,2022-11-05,Closed Lost,12636.0,0.0,98,False
8180,11440,203,7,2023-07-18,2023-11-21,Qualification,36720.0,0.0,126,False
8181,16170,231,9,2026-07-06,2026-09-29,Discovery,32400.0,0.0,85,False
8182,14481,276,8,2025-08-17,2025-11-28,Qualification,30600.0,0.0,103,False
8183,10056,215,7,2026-09-26,2027-02-02,Discovery,22800.0,0.0,129,False
8184,13325,254,8,2025-10-15,2026-01-03,Closed Won,140760.0,140760.0,80,True
8185,16778,253,8,2024-12-16,2025-03-18,Qualification,8262.0,0.0,92,False
8186,10106,245,7,2022-06-04,2022-09-12,Closed Lost,5202.0,0.0,100,False
8187,13202,238,7,2024-12-06,2025-03-03,Closed Lost,5928.0,0.0,87,False
8188,10670,278,7,2026-10-18,2027-02-19,Closed Won,20748.0,20748.0,124,True
8189,18935,299,8,2023-03-02,2023-06-14,Negotiation,19440.0,0.0,104,False
8190,10967,280,9,2022-03-09,2022-06-26,Closed Won,187680.0,187680.0,109,True
8191,10308,250,9,2024-08-19,2024-10-31,Closed Won,42120.0,42120.0,73,True
8192,12139,224,7,2022-10-29,2023-03-10,Discovery,3468.0,0.0,132,False
8193,10110,217,8,2024-01-21,2024-05-15,Closed Lost,55692.0,0.0,115,False
8194,13633,218,7,2022-05-30,2022-09-02,Qualification,12960.0,0.0,95,False
8195,16729,242,8,2023-08-20,2023-12-22,Closed Lost,61560.0,0.0,124,False
8196,15685,217,9,2024-04-01,2024-07-18,Discovery,66300.0,0.0,108,False
8197,16500,216,9,2024-04-25,2024-07-15,Qualification,583200.0,0.0,81,False
8198,11916,285,7,2022-12-06,2023-03-18,Qualification,12420.0,0.0,102,False
8199,10557,288,7,2026-06-22,2026-09-24,Negotiation,5589.0,0.0,94,False
8200,17620,298,9,2022-09-08,2022-12-18,Discovery,92820.0,0.0,101,False
8201,10105,252,8,2026-01-31,2026-04-25,Qualification,43056.0,0.0,84,False
8202,12048,236,9,2024-11-22,2025-02-28,Qualification,23460.0,0.0,98,False
8203,10146,291,8,2025-01-01,2025-05-05,Closed Lost,68400.0,0.0,124,False
8204,10874,239,7,2025-02-07,2025-05-17,Qualification,20400.0,0.0,99,False
8205,10299,281,9,2022-06-19,2022-09-28,Proposal,27540.0,0.0,101,False
8206,13239,225,7,2025-12-16,2026-03-06,Closed Lost,4131.0,0.0,80,False
8207,18838,242,9,2023-12-18,2024-04-05,Proposal,91200.0,0.0,109,False
8208,16383,221,7,2023-02-01,2023-04-01,Closed Lost,5508.0,0.0,59,False
8209,12512,268,9,2026-06-28,2026-09-27,Discovery,64800.0,0.0,91,False
8210,16597,289,9,2022-07-02,2022-09-19,Negotiation,57000.0,0.0,79,False
8211,10783,259,7,2022-03-10,2022-06-29,Closed Won,4560.0,4560.0,111,True
8212,14993,230,9,2026-06-21,2026-09-19,Discovery,97200.0,0.0,90,False
8213,10371,257,9,2024-12-17,2025-03-12,Closed Won,93150.0,93150.0,85,True
8214,10487,233,9,2023-03-09,2023-05-28,Qualification,187680.0,0.0,80,False
8215,17379,290,9,2024-03-28,2024-07-28,Discovery,78660.0,0.0,122,False
8216,13197,289,7,2023-10-03,2024-02-13,Qualification,2280.0,0.0,133,False
8217,19553,253,7,2022-04-01,2022-07-25,Closed Lost,22032.0,0.0,115,False
8218,14288,216,9,2026-12-03,2027-02-26,Discovery,194400.0,0.0,85,False
8219,12262,249,9,2024-12-27,2025-03-18,Discovery,48600.0,0.0,81,False
8220,19149,288,7,2024-09-26,2024-12-01,Negotiation,14904.0,0.0,66,False
8221,18573,205,9,2025-05-09,2025-08-24,Negotiation,40800.0,0.0,107,False
8222,10239,277,8,2023-07-29,2023-11-13,Negotiation,89424.0,0.0,107,False
8223,16844,294,7,2023-04-19,2023-07-11,Proposal,58320.0,0.0,83,False
8224,11106,260,9,2026-07-24,2026-11-09,Closed Won,220800.0,220800.0,108,True
8225,11387,271,8,2026-05-16,2026-07-09,Closed Won,76176.0,76176.0,54,True
8226,19720,281,9,2026-08-15,2026-10-24,Closed Won,165240.0,165240.0,70,True
8227,11668,255,9,2024-04-12,2024-07-29,Closed Lost,132600.0,0.0,108,False
8228,12692,291,9,2023-07-16,2023-10-11,Discovery,91200.0,0.0,87,False
8229,17757,235,8,2026-04-20,2026-07-17,Closed Won,27540.0,27540.0,88,True
8230,11997,269,8,2025-05-07,2025-08-04,Proposal,23409.0,0.0,89,False
8231,11426,242,7,2026-07-26,2026-11-21,Closed Won,45600.0,45600.0,118,True
8232,18024,269,9,2022-08-18,2022-11-28,Proposal,242760.0,0.0,102,False
8233,16850,224,9,2022-06-27,2022-09-26,Discovery,34680.0,0.0,91,False
8234,13248,271,8,2025-09-14,2025-12-10,Discovery,76176.0,0.0,87,False
8235,12592,271,9,2026-06-14,2026-09-01,Qualification,380880.0,0.0,79,False
8236,11491,255,9,2026-01-05,2026-04-15,Proposal,238680.0,0.0,100,False
8237,11225,214,9,2024-02-08,2024-05-10,Qualification,194400.0,0.0,92,False
8238,12587,255,8,2025-03-17,2025-07-07,Proposal,15912.0,0.0,112,False
8239,17715,215,9,2024-01-25,2024-06-08,Proposal,11400.0,0.0,135,False
8240,13065,205,9,2022-11-27,2023-03-15,Discovery,142800.0,0.0,108,False
8241,17805,204,7,2023-06-28,2023-09-20,Proposal,24276.0,0.0,84,False
8242,10832,230,9,2024-11-02,2025-02-03,Qualification,194400.0,0.0,93,False
8243,12441,284,8,2025-03-25,2025-06-06,Qualification,49680.0,0.0,73,False
8244,14796,253,8,2022-04-25,2022-07-16,Qualification,20655.0,0.0,82,False
8245,11647,290,9,2022-05-18,2022-09-06,Qualification,183540.0,0.0,111,False
8246,10441,273,7,2023-01-21,2023-05-22,Closed Won,6840.0,6840.0,121,True
8247,15957,230,9,2026-12-02,2027-03-08,Qualification,113400.0,0.0,96,False
8248,19722,286,9,2025-02-21,2025-05-29,Qualification,234600.0,0.0,97,False
8249,12368,294,9,2024-04-18,2024-07-12,Proposal,32400.0,0.0,85,False
8250,16697,284,8,2023-09-30,2024-01-16,Qualification,41400.0,0.0,108,False
8251,15191,292,9,2024-01-07,2024-03-30,Proposal,51000.0,0.0,83,False
8252,14664,261,8,2024-08-24,2024-12-29,Proposal,7866.0,0.0,127,False
8253,17063,271,7,2023-05-20,2023-08-30,Negotiation,31740.0,0.0,102,False
8254,14332,268,9,2026-03-30,2026-05-26,Negotiation,648000.0,0.0,57,False
8255,19497,292,8,2025-10-25,2026-02-06,Discovery,6120.0,0.0,104,False
8256,13035,255,8,2026-04-03,2026-07-28,Proposal,15912.0,0.0,116,False
8257,19378,299,8,2022-09-27,2023-01-20,Discovery,29160.0,0.0,115,False
8258,13263,297,9,2025-10-18,2026-01-03,Qualification,105300.0,0.0,77,False
8259,12108,271,7,2025-06-22,2025-10-03,Qualification,11109.0,0.0,103,False
8260,17037,273,8,2026-08-04,2026-11-30,Negotiation,34200.0,0.0,118,False
8261,14321,298,9,2023-02-09,2023-05-28,Qualification,424320.0,0.0,108,False
8262,15939,242,8,2026-12-27,2027-04-13,Proposal,68400.0,0.0,107,False
8263,12748,298,8,2025-08-07,2025-11-14,Closed Won,3978.0,3978.0,99,True
8264,14678,277,9,2022-04-06,2022-06-25,Proposal,298080.0,0.0,80,False
8265,17973,229,8,2026-05-06,2026-08-18,Qualification,9180.0,0.0,104,False
8266,14265,235,8,2024-08-08,2024-11-24,Proposal,61200.0,0.0,108,False
8267,13134,245,9,2025-06-13,2025-09-08,Qualification,346800.0,0.0,87,False
8268,11466,274,7,2024-04-05,2024-07-31,Proposal,9120.0,0.0,117,False
8269,14110,294,7,2024-09-04,2024-12-04,Closed Won,6480.0,6480.0,91,True
8270,12212,290,7,2024-02-19,2024-06-09,Discovery,6555.0,0.0,111,False
8271,15540,299,7,2025-10-29,2026-01-12,Proposal,12960.0,0.0,75,False
8272,19736,292,9,2024-08-27,2024-11-18,Negotiation,163200.0,0.0,83,False
8273,11690,229,9,2022-02-07,2022-04-24,Proposal,30600.0,0.0,76,False
8274,19764,270,7,2023-01-22,2023-03-29,Closed Lost,25920.0,0.0,66,False
8275,17728,203,9,2023-11-17,2024-02-05,Qualification,91800.0,0.0,80,False
8276,17765,293,7,2026-11-11,2027-02-13,Discovery,19440.0,0.0,94,False
8277,14542,257,8,2024-04-20,2024-06-05,Closed Lost,44712.0,0.0,46,False
8278,13542,266,8,2023-03-17,2023-06-22,Proposal,9522.0,0.0,97,False
8279,10818,222,8,2024-08-24,2024-11-13,Closed Lost,24480.0,0.0,81,False
8280,14522,227,7,2023-02-14,2023-06-14,Closed Won,5814.0,5814.0,120,True
8281,11125,222,8,2024-03-24,2024-07-26,Discovery,24480.0,0.0,124,False
8282,15661,274,7,2025-02-06,2025-06-01,Proposal,18240.0,0.0,115,False
8283,15642,249,9,2026-04-03,2026-07-10,Qualification,32400.0,0.0,98,False
8284,11130,283,8,2026-05-18,2026-08-18,Discovery,58320.0,0.0,92,False
8285,11703,224,8,2024-03-22,2024-06-09,Closed Won,23409.0,23409.0,79,True
8286,12002,227,8,2024-10-09,2025-02-07,Negotiation,20349.0,0.0,121,False
