lead_id,customer_id,created_date,lead_source,industry,company_size,engagement_score,region,mql_flag,sql_flag,converted,lead_status
19931,12432,2022-10-05,Webinar,Technology,Mid-Market,48,Europe,False,False,False,Open
19932,17271,2026-10-06,Webinar,Manufacturing,SMB,88,North America,False,False,False,Open
19933,13975,2023-01-09,Email Campaign,Finance,Mid-Market,3,Europe,False,False,False,Open
19934,17964,2026-04-29,LinkedIn Ads,Healthcare,Enterprise,56,North America,False,False,False,Open
19935,16867,2024-11-04,LinkedIn Ads,Manufacturing,Enterprise,85,LATAM,True,True,False,SQL
19936,11389,2026-01-23,Referral,Manufacturing,SMB,73,North America,True,True,True,Converted
19937,12034,2022-02-10,LinkedIn Ads,Healthcare,Enterprise,97,LATAM,True,True,False,SQL
19938,10237,2024-04-14,LinkedIn Ads,Healthcare,SMB,80,LATAM,True,False,False,MQL
19939,19680,2024-05-31,Organic Search,Retail,SMB,35,North America,False,False,False,Open
19940,15081,2025-03-16,Google Ads,Manufacturing,SMB,36,LATAM,True,False,False,MQL
19941,15475,2023-12-19,Organic Search,Healthcare,SMB,47,North America,False,False,False,Open
19942,14493,2023-07-18,LinkedIn Ads,Technology,Mid-Market,6,Europe,True,False,False,MQL
19943,16015,2026-12-02,LinkedIn Ads,Manufacturing,Mid-Market,26,LATAM,False,False,False,Open
19944,13780,2024-01-26,Referral,Technology,Enterprise,10,APAC,True,False,False,MQL
19945,12274,2025-02-14,LinkedIn Ads,Retail,Mid-Market,61,APAC,False,False,False,Open
19946,15409,2025-12-24,Organic Search,Healthcare,Enterprise,20,Europe,True,True,True,Converted
19947,15676,2025-08-04,Referral,Healthcare,Enterprise,70,APAC,False,False,False,Open
19948,17249,2026-07-16,Google Ads,Retail,Enterprise,74,LATAM,False,False,False,Open
19949,10648,2026-06-09,Google Ads,Technology,SMB,22,LATAM,True,True,False,SQL
19950,10816,2022-01-15,LinkedIn Ads,Retail,SMB,21,North America,True,True,False,SQL
19951,10049,2026-06-13,Organic Search,Technology,SMB,94,North America,False,False,False,Open
19952,15429,2026-02-17,Webinar,Healthcare,SMB,28,Europe,False,False,False,Open
19953,15891,2022-05-16,LinkedIn Ads,Finance,Mid-Market,13,North America,True,False,False,MQL
19954,16562,2023-04-24,LinkedIn Ads,Finance,Enterprise,70,LATAM,True,True,False,SQL
19955,14880,2024-01-03,Organic Search,Technology,Mid-Market,75,LATAM,True,True,True,Converted
19956,11277,2022-04-30,LinkedIn Ads,Finance,SMB,42,North America,False,False,False,Open
19957,18375,2025-05-03,Organic Search,Technology,Mid-Market,2,North America,True,False,False,MQL
19958,15011,2022-03-24,Organic Search,Manufacturing,SMB,3,Europe,False,False,False,Open
19959,10537,2023-10-03,LinkedIn Ads,Retail,Enterprise,11,LATAM,False,False,False,Open
19960,12503,2023-10-29,LinkedIn Ads,Manufacturing,Enterprise,20,LATAM,False,False,False,Open
19961,15196,2023-01-16,Organic Search,Finance,Mid-Market,57,North America,True,True,True,Converted
19962,19696,2026-11-16,Email Campaign,Technology,Enterprise,2,Europe,False,False,False,Open
19963,16768,2026-08-06,Email Campaign,Retail,Mid-Market,81,APAC,False,False,False,Open
19964,14970,2025-07-26,Referral,Technology,Enterprise,78,Europe,False,False,False,Open
19965,18448,2026-09-16,LinkedIn Ads,Finance,Mid-Market,21,Europe,True,True,False,SQL
19966,18786,2023-02-10,Google Ads,Finance,SMB,49,North America,False,False,False,Open
19967,19917,2025-01-29,Organic Search,Technology,Mid-Market,2,APAC,True,True,False,SQL
19968,16868,2024-02-14,Webinar,Finance,Enterprise,16,APAC,False,False,False,Open
19969,16672,2022-10-07,LinkedIn Ads,Manufacturing,SMB,39,APAC,False,False,False,Open
19970,19282,2024-10-22,Email Campaign,Retail,Mid-Market,51,Europe,True,False,False,MQL
19971,10981,2023-07-10,Organic Search,Healthcare,Mid-Market,66,Europe,True,False,False,MQL
19972,12200,2024-12-12,Google Ads,Technology,SMB,82,North America,False,False,False,Open
19973,14120,2026-02-09,Organic Search,Technology,Enterprise,82,North America,True,True,False,SQL
19974,18765,2024-11-16,LinkedIn Ads,Finance,Enterprise,71,North America,False,False,False,Open
19975,17918,2025-02-05,LinkedIn Ads,Technology,SMB,96,North America,True,True,False,SQL
19976,15034,2024-09-08,Webinar,Finance,SMB,91,APAC,True,True,True,Converted
19977,16652,2025-12-14,Google Ads,Retail,Mid-Market,85,APAC,True,True,False,SQL
19978,15834,2022-02-07,LinkedIn Ads,Healthcare,Mid-Market,49,Europe,True,True,True,Converted
19979,19752,2024-04-04,LinkedIn Ads,Manufacturing,Enterprise,53,North America,False,False,False,Open
19980,12351,2023-03-16,Organic Search,Finance,Mid-Market,42,LATAM,True,True,False,SQL
19981,15434,2026-12-25,Email Campaign,Retail,SMB,14,Europe,False,False,False,Open
19982,14139,2024-07-15,LinkedIn Ads,Manufacturing,SMB,92,LATAM,False,False,False,Open
19983,17662,2022-02-10,Email Campaign,Technology,SMB,46,North America,False,False,False,Open
19984,14619,2023-04-01,Google Ads,Retail,SMB,14,North America,False,False,False,Open
19985,19550,2022-01-19,Organic Search,Finance,SMB,46,LATAM,True,True,False,SQL
19986,14541,2024-06-13,Organic Search,Healthcare,Enterprise,43,Europe,True,False,False,MQL
19987,13819,2023-10-12,Webinar,Technology,SMB,47,APAC,False,False,False,Open
19988,11757,2023-06-02,Google Ads,Technology,Mid-Market,20,North America,True,False,False,MQL
19989,13340,2025-11-30,Google Ads,Retail,SMB,69,APAC,True,True,True,Converted
19990,12513,2026-07-30,Webinar,Healthcare,Enterprise,47,Europe,True,False,False,MQL
19991,18615,2024-09-10,Google Ads,Technology,SMB,92,Europe,False,False,False,Open
19992,15754,2023-06-29,Webinar,Manufacturing,Mid-Market,28,North America,False,False,False,Open
19993,15787,2025-10-20,LinkedIn Ads,Technology,SMB,11,LATAM,False,False,False,Open
19994,17835,2026-08-22,Google Ads,Healthcare,SMB,42,Europe,False,False,False,Open
19995,14804,2022-02-13,Organic Search,Technology,Enterprise,99,Europe,True,True,True,Converted
19996,10008,2026-09-16,Organic Search,Manufacturing,SMB,68,North America,True,True,True,Converted
19997,17910,2026-06-01,Google Ads,Finance,Enterprise,20,North America,False,False,False,Open
19998,13575,2023-09-25,Google Ads,Healthcare,Mid-Market,65,Europe,False,False,False,Open
19999,16009,2022-06-05,LinkedIn Ads,Manufacturing,Enterprise,88,Europe,True,False,False,MQL
20000,13283,2022-03-22,Google Ads,Healthcare,Mid-Market,52,North America,False,False,False,Open
20001,10300,2022-05-21,Organic Search,Healthcare,Enterprise,85,Europe,True,True,False,SQL
20002,12319,2025-07-28,Organic Search,Finance,Mid-Market,1,APAC,True,True,False,SQL
20003,19381,2023-01-31,Email Campaign,Finance,SMB,1,LATAM,False,False,False,Open
20004,12546,2024-03-01,Referral,Finance,Mid-Market,98,LATAM,False,False,False,Open
20005,12580,2022-01-02,Organic Search,Manufacturing,Enterprise,66,APAC,True,True,True,Converted
20006,10361,2026-08-04,Referral,Retail,Enterprise,84,Europe,True,False,False,MQL
20007,12020,2025-08-30,LinkedIn Ads,Technology,Enterprise,25,North America,False,False,False,Open
20008,15192,2022-02-23,Webinar,Finance,Mid-Market,20,LATAM,False,False,False,Open
20009,11835,2022-07-19,Referral,Retail,SMB,55,Europe,True,False,False,MQL
20010,14664,2023-09-18,Email Campaign,Finance,Enterprise,83,LATAM,False,False,False,Open
20011,14514,2026-09-14,Organic Search,Retail,SMB,51,LATAM,True,True,False,SQL
20012,15513,2024-08-22,Organic Search,Finance,SMB,90,Europe,True,False,False,MQL
20013,19811,2024-07-11,Email Campaign,Retail,Mid-Market,75,APAC,True,False,False,MQL
20014,17142,2026-11-28,LinkedIn Ads,Retail,Enterprise,100,APAC,False,False,False,Open
20015,15688,2026-03-12,Organic Search,Technology,Mid-Market,84,APAC,False,False,False,Open
20016,19689,2022-07-18,Referral,Finance,SMB,40,North America,True,True,False,SQL
20017,12396,2024-10-04,LinkedIn Ads,Finance,Mid-Market,7,Europe,False,False,False,Open
20018,14403,2023-06-12,Google Ads,Retail,Mid-Market,85,APAC,False,False,False,Open
20019,17378,2026-02-10,Referral,Finance,SMB,89,Europe,True,True,True,Converted
20020,14932,2022-01-20,Organic Search,Retail,Mid-Market,35,North America,False,False,False,Open
20021,11847,2022-05-29,Referral,Finance,Mid-Market,8,Europe,False,False,False,Open
20022,18932,2026-04-12,LinkedIn Ads,Retail,Mid-Market,94,North America,True,True,False,SQL
20023,15448,2026-09-10,Organic Search,Technology,SMB,62,Europe,False,False,False,Open
20024,18526,2024-12-25,Referral,Retail,SMB,19,Europe,False,False,False,Open
20025,19026,2025-02-01,LinkedIn Ads,Healthcare,SMB,16,Europe,False,False,False,Open
20026,19226,2022-05-02,Email Campaign,Finance,Enterprise,18,LATAM,False,False,False,Open
20027,14749,2023-10-21,Google Ads,Finance,Mid-Market,47,LATAM,True,True,False,SQL
20028,17879,2026-07-07,LinkedIn Ads,Finance,SMB,8,North America,False,False,False,Open
20029,11621,2024-05-09,Referral,Technology,Enterprise,82,North America,True,True,False,SQL
20030,18719,2025-03-27,Referral,Healthcare,Enterprise,86,APAC,False,False,False,Open
20031,12902,2024-01-16,Organic Search,Manufacturing,Enterprise,17,Europe,True,True,False,SQL
20032,18376,2024-01-11,Email Campaign,Healthcare,Mid-Market,95,Europe,False,False,False,Open
20033,14977,2022-01-13,Google Ads,Technology,SMB,96,North America,True,True,False,SQL
20034,16645,2022-05-22,Google Ads,Retail,Mid-Market,13,North America,True,False,False,MQL
20035,15204,2022-03-11,Email Campaign,Technology,Mid-Market,78,LATAM,False,False,False,Open
20036,12137,2022-07-02,Organic Search,Healthcare,Enterprise,32,Europe,False,False,False,Open
20037,14908,2025-02-20,Referral,Retail,Enterprise,53,LATAM,True,True,True,Converted
20038,12803,2023-07-17,Organic Search,Retail,SMB,29,LATAM,True,False,False,MQL
20039,12090,2026-08-16,Referral,Healthcare,Mid-Market,84,Europe,True,False,False,MQL
20040,15185,2023-03-23,LinkedIn Ads,Manufacturing,SMB,91,North America,False,False,False,Open
20041,18239,2025-12-26,LinkedIn Ads,Retail,Mid-Market,32,Europe,False,False,False,Open
20042,19731,2026-12-15,Google Ads,Retail,SMB,28,Europe,False,False,False,Open
20043,10502,2024-06-17,Organic Search,Healthcare,Mid-Market,27,APAC,False,False,False,Open
20044,19634,2026-03-25,Organic Search,Retail,SMB,26,North America,True,True,False,SQL
20045,10558,2022-02-22,Referral,Retail,Mid-Market,71,APAC,True,True,True,Converted
20046,11505,2022-03-11,Google Ads,Retail,Mid-Market,84,APAC,True,False,False,MQL
20047,19698,2022-04-17,Email Campaign,Manufacturing,Mid-Market,10,Europe,False,False,False,Open
20048,19340,2025-01-04,Referral,Healthcare,SMB,66,LATAM,True,True,False,SQL
20049,10996,2022-10-28,Organic Search,Healthcare,Enterprise,79,North America,False,False,False,Open
20050,14107,2026-06-11,Organic Search,Retail,Mid-Market,72,Europe,True,False,False,MQL
20051,18261,2026-06-15,LinkedIn Ads,Retail,Enterprise,58,LATAM,True,False,False,MQL
20052,11961,2024-06-11,Email Campaign,Healthcare,Enterprise,43,Europe,False,False,False,Open
20053,11464,2025-12-28,Organic Search,Manufacturing,Enterprise,29,Europe,True,False,False,MQL
20054,17018,2025-04-12,Google Ads,Manufacturing,SMB,89,LATAM,False,False,False,Open
20055,15007,2022-03-09,Google Ads,Healthcare,Mid-Market,76,LATAM,False,False,False,Open
20056,16665,2025-05-14,Email Campaign,Manufacturing,SMB,66,Europe,False,False,False,Open
20057,10134,2026-10-15,Organic Search,Finance,SMB,29,Europe,True,True,False,SQL
20058,12527,2025-07-29,Email Campaign,Technology,Mid-Market,33,North America,False,False,False,Open
20059,15602,2022-05-13,Google Ads,Technology,Enterprise,42,LATAM,False,False,False,Open
20060,10614,2022-07-04,Organic Search,Manufacturing,Enterprise,24,North America,True,False,False,MQL
20061,11308,2026-04-07,Google Ads,Healthcare,SMB,94,North America,False,False,False,Open
20062,18500,2023-08-25,LinkedIn Ads,Retail,Mid-Market,76,APAC,False,False,False,Open
20063,11471,2026-03-10,Email Campaign,Technology,Mid-Market,96,APAC,False,False,False,Open
20064,16045,2023-09-26,Referral,Manufacturing,Mid-Market,4,Europe,True,True,True,Converted
20065,14865,2026-03-01,Webinar,Healthcare,Mid-Market,29,APAC,False,False,False,Open
20066,12730,2022-04-15,Organic Search,Manufacturing,Enterprise,49,North America,False,False,False,Open
20067,12707,2023-04-16,LinkedIn Ads,Retail,Enterprise,94,North America,False,False,False,Open
20068,10133,2023-04-10,LinkedIn Ads,Retail,SMB,64,North America,False,False,False,Open
20069,16201,2023-03-31,Google Ads,Healthcare,SMB,42,LATAM,False,False,False,Open
20070,13751,2026-10-15,Google Ads,Technology,Enterprise,42,LATAM,True,True,False,SQL
20071,17752,2025-10-16,Referral,Manufacturing,Enterprise,17,Europe,True,True,True,Converted
20072,11991,2022-10-16,Referral,Technology,SMB,72,North America,False,False,False,Open
20073,10767,2025-11-14,Google Ads,Manufacturing,Enterprise,58,North America,False,False,False,Open
20074,11381,2024-04-22,LinkedIn Ads,Finance,Enterprise,79,APAC,True,True,False,SQL
20075,16810,2024-05-16,Organic Search,Retail,Enterprise,13,Europe,True,True,False,SQL
20076,12082,2026-06-08,Organic Search,Manufacturing,SMB,97,North America,False,False,False,Open
20077,11173,2025-06-10,Organic Search,Retail,Mid-Market,27,North America,False,False,False,Open
20078,15793,2022-06-12,Organic Search,Manufacturing,Mid-Market,67,APAC,True,True,True,Converted
20079,12068,2022-05-15,Organic Search,Technology,SMB,32,LATAM,True,True,True,Converted
20080,15526,2022-12-12,LinkedIn Ads,Retail,Enterprise,43,North America,False,False,False,Open
20081,13416,2022-06-07,LinkedIn Ads,Finance,Mid-Market,60,APAC,True,False,False,MQL
20082,11125,2024-07-07,Organic Search,Healthcare,SMB,11,Europe,True,False,False,MQL
20083,14034,2023-07-21,Organic Search,Retail,SMB,5,Europe,True,True,False,SQL
20084,19275,2025-03-02,LinkedIn Ads,Technology,Enterprise,41,Europe,False,False,False,Open
20085,16558,2022-05-25,Email Campaign,Manufacturing,Mid-Market,77,LATAM,False,False,False,Open
20086,17010,2026-10-09,LinkedIn Ads,Retail,Mid-Market,54,APAC,True,True,False,SQL
20087,11587,2023-02-22,LinkedIn Ads,Retail,SMB,19,North America,False,False,False,Open
20088,19210,2023-07-14,Google Ads,Manufacturing,Mid-Market,68,Europe,False,False,False,Open
20089,13587,2023-05-25,Organic Search,Manufacturing,Enterprise,74,APAC,True,False,False,MQL
20090,19667,2026-02-19,Email Campaign,Technology,SMB,63,Europe,True,True,False,SQL
20091,17955,2022-01-31,Organic Search,Technology,SMB,71,Europe,False,False,False,Open
20092,19485,2026-10-13,Organic Search,Healthcare,SMB,51,Europe,False,False,False,Open
20093,11608,2026-05-20,Google Ads,Healthcare,Mid-Market,37,APAC,False,False,False,Open
20094,15526,2022-01-22,Organic Search,Finance,Enterprise,96,LATAM,False,False,False,Open
20095,15972,2023-12-10,Referral,Finance,SMB,53,APAC,True,True,False,SQL
20096,12043,2025-05-30,Google Ads,Manufacturing,Enterprise,86,LATAM,False,False,False,Open
20097,19905,2026-10-05,LinkedIn Ads,Technology,Mid-Market,87,North America,False,False,False,Open
20098,18147,2026-11-20,Google Ads,Retail,Enterprise,48,North America,False,False,False,Open
20099,14085,2026-11-11,Google Ads,Retail,SMB,99,APAC,True,False,False,MQL
20100,19899,2024-11-26,Organic Search,Finance,Mid-Market,70,APAC,False,False,False,Open
20101,17040,2023-11-19,LinkedIn Ads,Finance,SMB,93,LATAM,False,False,False,Open
20102,12881,2022-02-21,LinkedIn Ads,Healthcare,Enterprise,17,LATAM,False,False,False,Open
20103,15366,2024-08-03,Email Campaign,Technology,Enterprise,70,APAC,True,True,False,SQL
20104,19597,2026-10-23,LinkedIn Ads,Manufacturing,Enterprise,20,Europe,False,False,False,Open
20105,13954,2026-01-26,Google Ads,Healthcare,SMB,33,LATAM,True,False,False,MQL
20106,19435,2022-02-27,Google Ads,Manufacturing,SMB,27,APAC,False,False,False,Open
20107,16706,2024-08-10,Google Ads,Healthcare,SMB,35,Europe,True,False,False,MQL
20108,14153,2026-07-21,Email Campaign,Retail,Mid-Market,51,North America,True,False,False,MQL
20109,12346,2022-01-10,Organic Search,Technology,Enterprise,90,LATAM,True,True,False,SQL
20110,18330,2023-05-22,Organic Search,Healthcare,SMB,22,Europe,True,True,False,SQL
20111,10148,2026-03-12,LinkedIn Ads,Retail,Mid-Market,19,Europe,False,False,False,Open
20112,11145,2026-07-08,Referral,Retail,SMB,82,APAC,True,True,False,SQL
20113,11357,2025-05-20,LinkedIn Ads,Finance,SMB,97,APAC,True,False,False,MQL
20114,13513,2025-08-02,Google Ads,Healthcare,Enterprise,91,North America,False,False,False,Open
20115,15044,2022-12-23,Google Ads,Manufacturing,SMB,92,North America,False,False,False,Open
20116,16939,2026-02-13,LinkedIn Ads,Manufacturing,Mid-Market,73,LATAM,False,False,False,Open
20117,12503,2025-06-11,Organic Search,Technology,SMB,27,Europe,False,False,False,Open
20118,18502,2022-10-07,Organic Search,Retail,SMB,11,Europe,False,False,False,Open
20119,18922,2025-04-30,Google Ads,Retail,Mid-Market,47,Europe,False,False,False,Open
20120,10145,2022-02-15,LinkedIn Ads,Retail,Enterprise,53,APAC,True,True,False,SQL
20121,17789,2023-05-31,Google Ads,Finance,Mid-Market,54,LATAM,False,False,False,Open
20122,17833,2023-01-26,Google Ads,Retail,Mid-Market,9,North America,True,False,False,MQL
20123,18828,2024-03-04,Webinar,Retail,SMB,12,North America,False,False,False,Open
20124,14526,2023-02-20,Google Ads,Technology,SMB,12,North America,False,False,False,Open
20125,12000,2022-02-10,Organic Search,Manufacturing,Mid-Market,30,LATAM,False,False,False,Open
20126,19436,2022-10-12,Google Ads,Technology,Enterprise,58,Europe,False,False,False,Open
20127,14443,2026-09-08,Organic Search,Finance,SMB,10,Europe,False,False,False,Open
20128,11859,2026-03-03,Referral,Manufacturing,Mid-Market,32,Europe,True,True,False,SQL
20129,16596,2022-12-26,LinkedIn Ads,Healthcare,Enterprise,1,North America,False,False,False,Open
20130,10911,2026-10-25,Email Campaign,Healthcare,SMB,55,North America,False,False,False,Open
20131,13452,2026-12-21,LinkedIn Ads,Retail,Mid-Market,80,APAC,True,True,False,SQL
20132,18325,2024-09-21,Organic Search,Retail,SMB,23,LATAM,False,False,False,Open
20133,11770,2026-04-20,Organic Search,Healthcare,Enterprise,4,Europe,True,True,False,SQL
20134,14947,2024-12-27,Email Campaign,Technology,Enterprise,30,LATAM,False,False,False,Open
20135,14627,2022-05-20,Email Campaign,Retail,Enterprise,63,North America,True,False,False,MQL
20136,12071,2022-03-13,LinkedIn Ads,Technology,Mid-Market,62,Europe,False,False,False,Open
20137,10567,2022-06-28,LinkedIn Ads,Finance,Mid-Market,79,APAC,False,False,False,Open
20138,15431,2023-07-07,LinkedIn Ads,Healthcare,SMB,49,APAC,False,False,False,Open
20139,16201,2024-06-27,Google Ads,Finance,SMB,46,Europe,True,False,False,MQL
20140,11989,2023-03-03,Google Ads,Technology,Enterprise,39,Europe,True,True,False,SQL
20141,18896,2026-05-14,LinkedIn Ads,Technology,Mid-Market,60,APAC,False,False,False,Open
20142,10863,2023-01-24,Webinar,Manufacturing,Mid-Market,1,Europe,False,False,False,Open
20143,16134,2026-12-08,Referral,Healthcare,SMB,83,North America,True,True,False,SQL
20144,10902,2026-11-25,Organic Search,Finance,SMB,23,North America,False,False,False,Open
20145,15838,2022-02-07,LinkedIn Ads,Technology,Mid-Market,91,APAC,False,False,False,Open
20146,12807,2023-12-23,LinkedIn Ads,Manufacturing,Enterprise,18,North America,False,False,False,Open
20147,18381,2022-01-24,LinkedIn Ads,Manufacturing,Mid-Market,41,North America,True,False,False,MQL
20148,15152,2023-02-13,Google Ads,Technology,SMB,71,Europe,False,False,False,Open
20149,15165,2024-09-05,LinkedIn Ads,Healthcare,Enterprise,6,North America,True,True,False,SQL
20150,19251,2023-03-02,LinkedIn Ads,Healthcare,Enterprise,91,LATAM,True,True,False,SQL
20151,16534,2025-05-03,Referral,Technology,SMB,62,North America,False,False,False,Open
20152,16693,2023-09-28,Google Ads,Healthcare,SMB,92,APAC,True,True,False,SQL
20153,10624,2025-05-19,Organic Search,Manufacturing,Mid-Market,76,LATAM,True,True,False,SQL
20154,14358,2024-01-25,LinkedIn Ads,Technology,Mid-Market,95,Europe,True,True,False,SQL
20155,14353,2022-08-18,LinkedIn Ads,Healthcare,Mid-Market,96,LATAM,False,False,False,Open
20156,15246,2026-08-11,Organic Search,Retail,SMB,52,APAC,False,False,False,Open
20157,14583,2023-10-03,Organic Search,Finance,Mid-Market,17,LATAM,False,False,False,Open
20158,13384,2025-12-03,Organic Search,Retail,SMB,77,APAC,True,False,False,MQL
20159,14243,2023-08-26,LinkedIn Ads,Retail,Mid-Market,82,North America,True,False,False,MQL
20160,19635,2023-12-06,Organic Search,Finance,SMB,2,LATAM,False,False,False,Open
20161,12489,2024-09-18,Google Ads,Technology,Enterprise,45,North America,False,False,False,Open
20162,14506,2026-04-24,LinkedIn Ads,Finance,SMB,81,Europe,False,False,False,Open
20163,15427,2023-04-09,LinkedIn Ads,Technology,Enterprise,46,LATAM,False,False,False,Open
20164,17077,2026-08-08,Google Ads,Healthcare,SMB,52,LATAM,False,False,False,Open
20165,10951,2022-05-27,Referral,Retail,Enterprise,51,North America,True,False,False,MQL
20166,18890,2024-01-05,LinkedIn Ads,Retail,SMB,29,Europe,False,False,False,Open
20167,11724,2026-09-17,LinkedIn Ads,Technology,Mid-Market,88,APAC,True,False,False,MQL
20168,17795,2025-06-02,Organic Search,Finance,SMB,28,Europe,True,True,False,SQL
20169,16977,2025-09-05,LinkedIn Ads,Finance,Mid-Market,64,North America,True,True,False,SQL
20170,18117,2025-01-12,Organic Search,Retail,Mid-Market,6,LATAM,False,False,False,Open
20171,13362,2022-12-19,Organic Search,Finance,Mid-Market,26,North America,True,False,False,MQL
20172,10041,2023-07-12,LinkedIn Ads,Retail,Mid-Market,31,APAC,True,True,False,SQL
20173,17687,2023-09-17,Google Ads,Manufacturing,Mid-Market,37,North America,False,False,False,Open
20174,14481,2026-08-18,Organic Search,Finance,Enterprise,83,North America,True,True,False,SQL
20175,19313,2026-05-21,Organic Search,Healthcare,Enterprise,88,Europe,False,False,False,Open
20176,18546,2025-05-16,Google Ads,Finance,Mid-Market,40,LATAM,False,False,False,Open
20177,11359,2026-09-06,LinkedIn Ads,Technology,Mid-Market,85,APAC,True,True,False,SQL
20178,17033,2023-01-04,LinkedIn Ads,Healthcare,Mid-Market,27,North America,True,True,False,SQL
20179,19011,2026-07-04,Organic Search,Technology,Mid-Market,57,APAC,True,True,False,SQL
20180,14506,2025-08-16,LinkedIn Ads,Finance,Mid-Market,54,LATAM,False,False,False,Open
20181,13993,2024-02-10,LinkedIn Ads,Healthcare,Enterprise,50,Europe,True,True,False,SQL
20182,12826,2024-08-24,LinkedIn Ads,Technology,SMB,25,APAC,False,False,False,Open
20183,10074,2023-03-07,Referral,Manufacturing,Enterprise,4,Europe,True,True,False,SQL
20184,18778,2023-10-16,Google Ads,Retail,Mid-Market,40,APAC,False,False,False,Open
20185,18742,2023-05-16,Organic Search,Manufacturing,Mid-Market,35,APAC,True,False,False,MQL
20186,10732,2022-10-09,Google Ads,Technology,Mid-Market,7,North America,True,False,False,MQL
20187,14702,2026-03-14,Referral,Finance,Mid-Market,77,Europe,True,False,False,MQL
20188,13363,2026-05-25,Google Ads,Finance,Mid-Market,55,APAC,False,False,False,Open
20189,19524,2022-07-13,Google Ads,Technology,Mid-Market,28,LATAM,True,True,False,SQL
20190,12971,2026-05-01,Google Ads,Manufacturing,Mid-Market,79,Europe,True,True,False,SQL
20191,15961,2022-10-20,Email Campaign,Finance,Mid-Market,75,North America,False,False,False,Open
20192,19463,2023-07-01,Referral,Finance,SMB,10,LATAM,True,True,True,Converted
20193,10586,2023-09-29,Email Campaign,Finance,Enterprise,92,Europe,False,False,False,Open
20194,17189,2022-02-25,Organic Search,Retail,Enterprise,3,APAC,True,False,False,MQL
20195,10223,2025-05-18,Webinar,Technology,SMB,28,APAC,True,True,False,SQL
20196,16840,2023-09-14,Google Ads,Manufacturing,Mid-Market,92,APAC,False,False,False,Open
20197,11466,2023-01-06,LinkedIn Ads,Retail,SMB,86,Europe,False,False,False,Open
20198,16163,2023-01-08,Organic Search,Retail,Mid-Market,93,North America,False,False,False,Open
20199,13665,2024-07-12,Organic Search,Manufacturing,Enterprise,1,Europe,True,True,True,Converted
20200,17069,2025-05-17,LinkedIn Ads,Retail,Mid-Market,97,LATAM,False,False,False,Open
20201,17497,2025-03-15,Organic Search,Manufacturing,SMB,82,APAC,False,False,False,Open
20202,13202,2023-08-31,LinkedIn Ads,Finance,SMB,38,Europe,False,False,False,Open
20203,11730,2024-07-05,LinkedIn Ads,Technology,Enterprise,87,Europe,False,False,False,Open
20204,19499,2026-03-11,Google Ads,Healthcare,Enterprise,85,North America,True,False,False,MQL
20205,10511,2026-11-10,LinkedIn Ads,Finance,SMB,20,APAC,False,False,False,Open
20206,13299,2024-04-05,LinkedIn Ads,Manufacturing,Mid-Market,94,LATAM,False,False,False,Open
20207,14148,2024-08-04,Google Ads,Manufacturing,SMB,18,APAC,False,False,False,Open
20208,16671,2022-07-02,Google Ads,Healthcare,SMB,91,LATAM,False,False,False,Open
20209,11332,2022-03-11,Google Ads,Manufacturing,SMB,67,APAC,False,False,False,Open
20210,12880,2022-08-24,Organic Search,Manufacturing,Mid-Market,67,Europe,True,True,False,SQL
20211,12557,2026-08-09,Google Ads,Technology,Enterprise,55,LATAM,False,False,False,Open
20212,17246,2026-06-13,Google Ads,Technology,Mid-Market,79,LATAM,False,False,False,Open
20213,15505,2025-04-29,Organic Search,Manufacturing,Enterprise,13,North America,False,False,False,Open
20214,16405,2026-07-31,Email Campaign,Healthcare,SMB,33,LATAM,False,False,False,Open
20215,11646,2023-08-20,Organic Search,Manufacturing,SMB,89,LATAM,True,True,False,SQL
20216,15472,2024-07-06,Organic Search,Retail,Enterprise,40,APAC,False,False,False,Open
20217,15452,2023-06-18,Google Ads,Healthcare,Enterprise,86,North America,True,True,False,SQL
20218,11917,2024-05-01,Google Ads,Retail,Enterprise,22,North America,False,False,False,Open
20219,15341,2024-04-02,Organic Search,Technology,SMB,8,APAC,True,True,False,SQL
20220,11812,2023-03-28,Google Ads,Manufacturing,Mid-Market,100,LATAM,True,False,False,MQL
20221,11394,2026-02-26,Google Ads,Technology,Mid-Market,47,LATAM,False,False,False,Open
20222,15737,2026-01-09,LinkedIn Ads,Finance,Mid-Market,46,APAC,False,False,False,Open
20223,11328,2023-02-25,LinkedIn Ads,Manufacturing,Enterprise,45,LATAM,True,True,True,Converted
20224,17986,2023-02-14,Google Ads,Finance,Enterprise,58,APAC,False,False,False,Open
20225,11867,2025-03-19,Organic Search,Manufacturing,Mid-Market,43,LATAM,False,False,False,Open
20226,16238,2024-05-05,LinkedIn Ads,Retail,Mid-Market,11,APAC,False,False,False,Open
20227,14700,2022-01-29,Referral,Healthcare,SMB,11,APAC,True,True,True,Converted
20228,19419,2026-03-01,LinkedIn Ads,Retail,SMB,33,Europe,False,False,False,Open
20229,18234,2023-10-15,LinkedIn Ads,Technology,SMB,20,North America,True,True,False,SQL
20230,14855,2024-11-23,Google Ads,Finance,SMB,53,North America,False,False,False,Open
20231,16208,2025-11-29,Email Campaign,Healthcare,SMB,90,LATAM,False,False,False,Open
20232,16699,2023-08-22,LinkedIn Ads,Manufacturing,SMB,45,Europe,False,False,False,Open
20233,14984,2026-07-10,Email Campaign,Finance,SMB,61,LATAM,False,False,False,Open
